id,name_ci,name_ind,lat,lon,utm_x,utm_y,edar_name,edar_code,ind_id,capt_id,delete,conca
1140,pt2286,pt719,41.85809484,1.836875044,403458.2988,4634674.787,,,,,yes,llobregat
1141,pt2288,pt721,41.90787211,1.845598985,404256.7649,4640191.737,,,,,yes,llobregat
1142,pt2290,pt723,41.87099212,1.884749427,407450.6295,4636054.025,,,,11,no,llobregat
1143,pt2292,pt725,41.91814144,1.913690329,409918.6158,4641258.165,,,,,yes,llobregat
1144,pt2294,pt727,41.95172156,1.850062805,404692.2919,4645055.365,,,264,,no,llobregat
1145,pt2296,pt729,41.92589394,1.882918223,407378.0417,4642151.707,,,265,,no,llobregat
1146,pt2298,pt731,42.13002815,2.044449921,421024.5539,4664655.057,,,589,,no,llobregat
1147,pt2300,pt733,42.02098487,1.846185282,404474.5284,4652750.059,EDAR CASSERRES,ES9080490002010E,,,no,llobregat
1148,pt2302,pt735,42.02894967,1.925835336,411080.0211,4653548.565,,,268,,no,llobregat
1149,pt2304,pt737,42.1905485,2.065516189,422839.2497,4671355.574,,,,,yes,llobregat
1150,pt2306,pt739,42.07885725,1.815300884,402006.5422,4659210.698,,,270,,no,llobregat
1151,pt2308,pt741,42.10160738,1.93519928,411955.6417,4661606.216,,,,,yes,llobregat
1152,pt2310,pt743,42.05590828,1.873624581,406797.339,4656597.406,,,271,,no,llobregat
1153,pt2312,pt745,42.05166314,1.907909255,409628.2644,4656089.266,,,,,yes,llobregat
1154,pt2314,pt747,42.05766331,1.914025085,410142.8218,4656749.032,,,,,yes,llobregat
1155,pt2316,pt749,42.11238267,1.833114806,403530.8866,4662912.862,,,273,,no,llobregat
1156,pt2318,pt751,42.11411834,1.811132223,401716.1908,4663130.637,,,603,,no,llobregat
1157,pt2320,pt753,42.22920687,1.878465049,407450.6295,4675834.141,EDAR BAGÀ/GUARDIOLA B.,ES9080990001010E,279,,no,llobregat
1158,pt2322,pt755,42.29315782,1.865891905,406507.6134,4682948.729,,,,,yes,llobregat
1159,pt2324,pt757,42.23742272,1.917028123,410644.4941,4676705.238,,,591,,no,llobregat
1160,pt2326,pt759,42.27808633,2.003482471,417830.6894,4681133.317,,,590,,no,llobregat
1161,pt2328,pt761,42.26134936,2.040709281,420879.3783,4679239.669,,,,,yes,llobregat
1162,pt2330,pt763,41.47543903,1.955889539,412822.129,4592063.604,,,118,,no,llobregat
1163,pt2332,pt765,41.47279239,1.952454729,412531.7777,4591773.238,,,,,yes,llobregat
1164,pt2334,pt767,41.44177531,1.853898545,404256.7649,4588434.031,EDAR GELIDA,ES9080910001010E,129,,no,llobregat
1165,pt2336,pt769,41.87080888,1.801656943,400554.7855,4636126.616,,,,,yes,llobregat
1166,pt2338,pt771,41.43440978,1.836652036,402805.0083,4587635.525,,,132,,no,llobregat
1167,pt2340,pt773,41.83299025,1.749912292,396199.5157,4631988.903,,,,,yes,llobregat
1168,pt2342,pt364,41.34305503,1.322071361,359615.2487,4578198.636,,,50,,no,sud
1169,pt2344,pt775,42.03249545,1.678488664,390610.2527,4654228.901,,,,,yes,llobregat
1170,pt2346,pt777,42.00710864,1.652717774,388432.6177,4651443.413,,,,,yes,llobregat
1171,pt2348,pt779,41.74083414,2.079049041,423419.9524,4621411.756,,,,,yes,llobregat
1172,pt2350,pt414,41.482103,2.12793339,427194.5196,4592644.336,,,,,yes,besos
1173,pt2352,pt366,41.33347984,1.338007692,360928.2452,4577109.9,,,,,yes,sud
1174,pt2354,pt781,41.73686163,2.023311194,418780.1143,4621021.81,,,,,yes,llobregat
1175,pt2356,pt416,41.79177236,2.689350153,474189,4626704,,,,,yes,besos
1176,pt2358,pt418,41.79455327,2.69889108,474982.8103,4627009.931,,,363,,no,besos
1177,pt2360,pt783,41.30092298,2.038445408,419500.2095,4572609.094,,,95,,no,llobregat
1178,pt2362,pt368,41.26545148,1.634282546,385601.6923,4569124.705,,,,,yes,sud
1179,pt2364,pt370,41.26423631,1.642106687,386254.9828,4568979.522,,,,,yes,sud
1180,pt2366,pt785,42.14600173,1.860608623,405853.6972,4666615.026,EDAR CERCS,ES9082680005010E,276,,no,llobregat
1181,pt2368,pt787,42.17544256,1.862716888,406071.4607,4669881.642,,,,22,no,llobregat
1182,pt2370,pt510,41.97110698,2.311402792,442946.079,4646797.56,,,461,,no,ter
1183,pt2372,pt512,41.96506126,2.399067207,450204.8621,4646071.645,,,452,,no,ter
1184,pt2374,pt514,42.01312774,2.341632528,445486.6531,4651443.413,,,,,yes,ter
